,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,geometry
448,47,065,001600,1,470650016001,1500000US470650016001,Block Group 1,G5030,S,223210,0,+35.0457786,-085.3173217,"POLYGON ((-85.320291 35.047539, -85.320267 35.047695, -85.320189 35.047924, -85.320095 35.048092, -85.319792 35.048643, -85.319462 35.04852, -85.318473 35.048152, -85.318144 35.04803, -85.317632 35.047839, -85.316802 35.04753, -85.316724 35.047503, -85.316094 35.04728, -85.316033 35.047259, -85.315581 35.047097, -85.315435 35.04705, -85.315399 35.047039, -85.315007 35.04689, -85.314865 35.046836, -85.31458 35.046716, -85.314265 35.046601, -85.314253 35.046244, -85.314234 35.045827, -85.314199 35.044341, -85.314214 35.044097, -85.314226 35.043905, -85.314278 35.04353, -85.314315 35.043375, -85.314373 35.043139, -85.314391 35.043082, -85.314445 35.042914, -85.314464 35.042858, -85.314674 35.042936, -85.315305 35.04317, -85.31532 35.043176, -85.315502 35.043278, -85.315594 35.043356, -85.315681 35.043431, -85.315829 35.043631, -85.315901 35.043729, -85.316057 35.043953, -85.316077 35.043982, -85.316363 35.044389, -85.316401 35.044436, -85.316555 35.044583, -85.316568 35.044592, -85.316655 35.044653, -85.316806 35.044726, -85.316895 35.044762, -85.316964 35.044788, -85.317441 35.044969, -85.3176 35.04503, -85.317693 35.044861, -85.317971 35.044357, -85.318065 35.044189, -85.318088 35.044146, -85.31818 35.043976, -85.31842 35.043541, -85.318532 35.043341, -85.318651 35.04313, -85.318786 35.043184, -85.319023 35.043302, -85.319187 35.043414, -85.319215 35.043433, -85.319403 35.043607, -85.319549 35.043793, -85.319646 35.043978, -85.31972 35.044198, -85.319876 35.045045, -85.319988 35.045645, -85.320099 35.046263, -85.320228 35.046974, -85.320291 35.047375, -85.320291 35.047539))"
449,47,065,010103,1,470650101031,1500000US470650101031,Block Group 1,G5030,S,46566119,0,+35.2287381,-084.9991964,"POLYGON ((-85.059486 35.185673, -85.058987 35.185873, -85.057919 35.186304, -85.057493 35.186476, -85.057452 35.186493, -85.056998 35.186683, -85.056201 35.187017, -85.056014 35.187102, -85.055502 35.187338, -85.055168 35.1875, -85.054366 35.187915, -85.053689 35.188289, -85.053179 35.188596, -85.052727 35.188869, -85.052278 35.18917, -85.051856 35.189452, -85.051657 35.189599, -85.051251 35.189901, -85.051046 35.190048, -85.050356 35.190589, -85.049875 35.190993, -85.049717 35.191126, -85.049309 35.191492, -85.049227 35.19157, -85.048984 35.191804, -85.048903 35.191883, -85.047763 35.192999, -85.047319 35.193414, -85.047128 35.193636, -85.0469 35.193968, -85.04667 35.194307, -85.046483 35.194637, -85.046372 35.194789, -85.046281 35.194915, -85.046232 35.194984, -85.045012 35.196573, -85.044551 35.19718, -85.042924 35.199299, -85.042793 35.199471, -85.042745 35.199533, -85.042274 35.20015, -85.04181 35.200765, -85.041515 35.201155, -85.040829 35.202065, -85.040654 35.202292, -85.040629 35.202323, -85.040332 35.202711, -85.040089 35.203027, -85.039638 35.203611, -85.039588 35.203676, -85.03936 35.203974, -85.039117 35.204291, -85.0391 35.204313, -85.039081 35.204338, -85.039026 35.20441, -85.038881 35.204602, -85.038755 35.204768, -85.038666 35.204888, -85.037952 35.205814, -85.037636 35.206226, -85.035968 35.20843, -85.035831 35.208606, -85.035177 35.209451, -85.035116 35.209531, -85.03507 35.20959, -85.034943 35.209755, -85.034871 35.20985, -85.034426 35.21043, -85.034279 35.210622, -85.034254 35.210655, -85.034133 35.210812, -85.033977 35.211016, -85.033148 35.2121, -85.032872 35.212462, -85.032844 35.212499, -85.032794 35.212563, -85.032559 35.212867, -85.032546 35.212885, -85.032482 35.212969, -85.032405 35.213069, -85.032175 35.213372, -85.032116 35.213451, -85.032099 35.213474, -85.031782 35.213888, -85.03083 35.21513, -85.030514 35.215544, -85.030267 35.215868, -85.029865 35.216393, -85.029018 35.217504, -85.028866 35.217703, -85.027917 35.218939, -85.027267 35.219788, -85.026162 35.221239, -85.02607 35.22136, -85.024904 35.222888, -85.024417 35.22352, -85.024316 35.223646, -85.02284 35.225587, -85.02273 35.225733, -85.021731 35.227035, -85.021642 35.22715, -85.021377 35.227498, -85.021289 35.227614, -85.021085 35.227879, -85.020475 35.228677, -85.020378 35.228805, -85.020271 35.228942, -85.020162 35.229081, -85.020081 35.229187, -85.019857 35.229479, -85.01955 35.229881, -85.017706 35.2323, -85.017395 35.232703, -85.016673 35.233642, -85.016236 35.234209, -85.016227 35.234222, -85.015427 35.235247, -85.014927 35.235909, -85.01474 35.236159, -85.014637 35.236294, -85.014496 35.23648, -85.013851 35.237309, -85.013559 35.237686, -85.0131 35.238293, -85.012527 35.239035, -85.01252 35.239043, -85.011926 35.239802, -85.01165 35.240156, -85.011264 35.240617, -85.011189 35.240705, -85.011036 35.240884, -85.010353 35.241684, -85.010126 35.241952, -85.010098 35.241984, -85.009889 35.242228, -85.00918 35.243059, -85.008945 35.243337, -85.008265 35.244121, -85.007938 35.244504, -85.00757 35.244937, -85.006755 35.245884, -85.005377 35.247487, -85.00524 35.247643, -85.004922 35.248012, -85.004681 35.248295, -85.003986 35.249103, -85.003915 35.24918, -85.003773 35.249344, -85.003349 35.249839, -85.003209 35.250004, -85.003051 35.250187, -85.002578 35.250739, -85.002421 35.250923, -85.002295 35.25107, -85.002126 35.251266, -85.001555 35.251934, -85.001242 35.252294, -85.000947 35.252636, -85.000907 35.252682, -85.000806 35.2528, -85.000702 35.252921, -85.000375 35.253302, -85.000233 35.253469, -84.999745 35.254038, -84.999516 35.254307, -84.998364 35.255647, -84.998279 35.255745, -84.997789 35.256313, -84.996945 35.25729, -84.996879 35.257367, -84.996444 35.257884, -84.994157 35.260534, -84.993248 35.261588, -84.99323 35.261609, -84.993196 35.261648, -84.993133 35.261722, -84.993039 35.26183, -84.992988 35.261891, -84.992831 35.262072, -84.992362 35.262618, -84.992207 35.2628, -84.991891 35.263167, -84.990943 35.264271, -84.990852 35.264378, -84.990626 35.264639, -84.990586 35.264685, -84.990465 35.264824, -84.990426 35.264871, -84.990341 35.264969, -84.990087 35.265263, -84.990053 35.265304, -84.990003 35.265362, -84.989925 35.265452, -84.989691 35.265723, -84.989614 35.265814, -84.98947 35.265981, -84.98904 35.266481, -84.988897 35.266649, -84.988189 35.267471, -84.986757 35.269135, -84.986068 35.269938, -84.985362 35.270761, -84.984854 35.271351, -84.983338 35.273116, -84.98333 35.273123, -84.983079 35.273405, -84.982819 35.273711, -84.982728 35.273817, -84.982456 35.274135, -84.982366 35.274242, -84.981994 35.274673, -84.980168 35.276803, -84.980054 35.276937, -84.979933 35.277074, -84.976528 35.281031, -84.973611 35.284421, -84.973562 35.284477, -84.971802 35.286514, -84.971357 35.287033, -84.970838 35.287638, -84.970273 35.288298, -84.969915 35.28873, -84.969652 35.289027, -84.969282 35.289455, -84.969143 35.289617, -84.968918 35.289877, -84.968761 35.290058, -84.968281 35.290613, -84.968236 35.290667, -84.9681 35.290827, -84.967354 35.291695, -84.9672 35.291871, -84.966846 35.292281, -84.96649 35.292696, -84.966368 35.292838, -84.966018 35.293244, -84.964969 35.294462, -84.964739 35.29473, -84.96462 35.294868, -84.964077 35.295496, -84.962861 35.296906, -84.962451 35.297383, -84.961968 35.297947, -84.961911 35.298013, -84.961359 35.298649, -84.960928 35.299149, -84.959709 35.300562, -84.95934 35.300992, -84.95916 35.301201, -84.959072 35.301301, -84.95898 35.301407, -84.95881 35.301602, -84.958722 35.301705, -84.958456 35.301323, -84.958371 35.3012, -84.957854 35.300411, -84.95769 35.300161, -84.957438 35.299774, -84.957297 35.299657, -84.957143 35.299529, -84.956876 35.299307, -84.956736 35.299191, -84.956327 35.298852, -84.955881 35.298482, -84.95578 35.298398, -84.955368 35.298053, -84.955105 35.297829, -84.954926 35.297676, -84.954699 35.297488, -84.954567 35.297379, -84.954172 35.297052, -84.954041 35.296944, -84.953659 35.29663, -84.953363 35.296387, -84.953066 35.296139, -84.952545 35.295703, -84.951515 35.294868, -84.95134 35.294705, -84.951027 35.294415, -84.950706 35.2941, -84.950622 35.294016, -84.950087 35.293451, -84.950051 35.293413, -84.949633 35.292971, -84.949264 35.292543, -84.948867 35.292103, -84.948499 35.291663, -84.948172 35.291328, -84.948131 35.291275, -84.947804 35.290853, -84.947432 35.290343, -84.947194 35.289971, -84.947037 35.289726, -84.946743 35.289253, -84.946661 35.289122, -84.946599 35.288975, -84.946566 35.288896, -84.946509 35.2887, -84.946472 35.288554, -84.94646 35.288489, -84.946436 35.288358, -84.946373 35.287905, -84.946362 35.287849, -84.94635 35.287788, -84.946339 35.287717, -84.946327 35.287636, -84.946274 35.287307, -84.946248 35.287206, -84.946177 35.286985, -84.946171 35.286963, -84.946134 35.286878, -84.945996 35.286563, -84.945938 35.286465, -84.945839 35.286301, -84.945358 35.285606, -84.945317 35.28555, -84.944939 35.285034, -84.944336 35.284344, -84.943932 35.283943, -84.943116 35.283074, -84.942955 35.282902, -84.94235 35.282266, -84.94233 35.282242, -84.951249 35.279071, -84.951398 35.278286, -84.9516 35.277226, -84.951649 35.276971, -84.953749 35.273271, -84.953749 35.273071, -84.953549 35.272871, -84.953549 35.272671, -84.953349 35.272271, -84.953449 35.271871, -84.953549 35.271571, -84.953749 35.271271, -84.954349 35.270871, -84.955149 35.270571, -84.955749 35.270271, -84.956249 35.269971, -84.956449 35.269471, -84.956449 35.269371, -84.956649 35.269171, -84.957349 35.268471, -84.957849 35.268071, -84.958549 35.267971, -84.958949 35.267971, -84.959149 35.267971, -84.959449 35.267871, -84.959649 35.267571, -84.959949 35.267171, -84.960049 35.266971, -84.960049 35.267071, -84.960149 35.267071, -84.960249 35.266871, -84.960349 35.266671, -84.960449 35.266371, -84.960349 35.265971, -84.960349 35.265871, -84.960249 35.265671, -84.960149 35.265471, -84.960149 35.265271, -84.960249 35.264871, -84.960349 35.264571, -84.960549 35.264171, -84.960549 35.263871, -84.960649 35.263471, -84.960649 35.263171, -84.960649 35.262871, -84.960649 35.262671, -84.960649 35.262571, -84.960549 35.262471, -84.960749 35.262471, -84.960849 35.262471, -84.961049 35.262371, -84.961849 35.262171, -84.961949 35.262271, -84.962249 35.262371, -84.962349 35.262571, -84.962549 35.262671, -84.963049 35.262871, -84.963349 35.262971, -84.963949 35.263071, -84.964249 35.263071, -84.964549 35.263171, -84.964749 35.263071, -84.964849 35.262971, -84.965149 35.262871, -84.965549 35.262371, -84.965649 35.262171, -84.965749 35.261971, -84.965849 35.261771, -84.965849 35.261571, -84.965849 35.261371, -84.966049 35.260971, -84.966049 35.260871, -84.966249 35.260671, -84.966249 35.260571, -84.966249 35.260371, -84.966349 35.259971, -84.966249 35.259771, -84.966049 35.259271, -84.965849 35.258771, -84.965649 35.258571, -84.965349 35.258371, -84.964949 35.258071, -84.964449 35.257771, -84.964334 35.257731, -84.962807 35.255495, -84.962284 35.255098, -84.961427 35.254557, -84.961455 35.254266, -84.961549 35.254172, -84.961749 35.253872, -84.961949 35.253372, -84.962049 35.252872, -84.962249 35.252672, -84.962549 35.252472, -84.962749 35.252372, -84.962849 35.251972, -84.963049 35.251872, -84.963249 35.251872, -84.963649 35.251772, -84.963849 35.251772, -84.964049 35.251572, -84.964249 35.251172, -84.964249 35.250872, -84.964349 35.250772, -84.964649 35.250272, -84.964749 35.250172, -84.964749 35.250072, -84.964949 35.249872, -84.965049 35.249572, -84.965449 35.249072, -84.965849 35.248572, -84.966149 35.248272, -84.966549 35.247872, -84.96663 35.247764, -84.966849 35.247472, -84.967349 35.246972, -84.968049 35.246472, -84.968428 35.246219, -84.968649 35.246072, -84.969249 35.245572, -84.969749 35.245072, -84.970449 35.244072, -84.970649 35.243672, -84.971049 35.242772, -84.971349 35.242272, -84.971849 35.241472, -84.972349 35.240372, -84.97236 35.240351, -84.972849 35.239472, -84.973249 35.238772, -84.973609 35.238322, -84.973649 35.238272, -84.973849 35.237972, -84.974449 35.236672, -84.974949 35.236072, -84.974999 35.235971, -84.975549 35.234872, -84.975949 35.234272, -84.976149 35.233972, -84.976249 35.233672, -84.976349 35.233372, -84.976449 35.233272, -84.976449 35.233172, -84.976549 35.232672, -84.976649 35.232272, -84.976649 35.231872, -84.976749 35.231572, -84.976849 35.231372, -84.976849 35.231172, -84.977049 35.230772, -84.977249 35.230372, -84.977449 35.229872, -84.977477 35.229801, -84.977649 35.229372, -84.977974 35.228395, -84.978049 35.228172, -84.978143 35.227952, -84.978349 35.227472, -84.978549 35.226972, -84.978649 35.226672, -84.978849 35.226272, -84.978849 35.225972, -84.978813 35.225826, -84.978749 35.225572, -84.978849 35.224572, -84.978949 35.224172, -84.979049 35.223572, -84.979249 35.223272, -84.979349 35.222972, -84.979649 35.222572, -84.979849 35.222572, -84.980049 35.222572, -84.980349 35.221972, -84.980355 35.221956, -84.980549 35.221472, -84.980649 35.221272, -84.980649 35.220972, -84.98074 35.220424, -84.980849 35.219772, -84.981249 35.219172, -84.981349 35.219072, -84.981649 35.218772, -84.982249 35.218272, -84.982449 35.218172, -84.983049 35.217972, -84.983549 35.217672, -84.983749 35.217272, -84.983749 35.216972, -84.983849 35.216572, -84.984349 35.215972, -84.984849 35.215572, -84.985649 35.214872, -84.985949 35.214472, -84.986249 35.214072, -84.986649 35.213172, -84.987049 35.212772, -84.987449 35.212272, -84.987549 35.212172, -84.987749 35.212072, -84.987949 35.211672, -84.988082 35.211472, -84.988149 35.211372, -84.988549 35.210472, -84.988849 35.209972, -84.989149 35.209472, -84.989349 35.209072, -84.989649 35.208672, -84.989849 35.208272, -84.989949 35.207972, -84.989949 35.207672, -84.989949 35.207471, -84.989911 35.207414, -84.989749 35.207172, -84.989549 35.207072, -84.989549 35.206872, -84.989649 35.206672, -84.989849 35.206672, -84.990349 35.206572, -84.990449 35.206472, -84.990849 35.205872, -84.99145 35.205372, -84.99185 35.204872, -84.99215 35.204672, -84.99245 35.204372, -84.99295 35.203772, -84.99295 35.203672, -84.993249 35.203273, -84.99375 35.202572, -84.99425 35.202172, -84.99445 35.202072, -84.99445 35.201972, -84.99455 35.201872, -84.99465 35.201772, -84.99575 35.202372, -84.99585 35.202472, -84.99595 35.202472, -84.99615 35.202572, -84.99615 35.202672, -84.99645 35.202772, -84.99665 35.202772, -84.99695 35.202872, -84.99715 35.202972, -84.99745 35.202972, -84.99885 35.203072, -84.99995 35.201422, -85.002076 35.197786, -85.003181 35.196143, -85.003925 35.192794, -85.004022 35.192362, -85.006458 35.188954, -85.006976 35.187583, -85.007176 35.186405, -85.007642 35.185925, -85.007885 35.18493, -85.008059 35.184551, -85.008262 35.184112, -85.008702 35.183685, -85.008794 35.181349, -85.009261 35.179683, -85.009424 35.178172, -85.009274 35.176684, -85.009427 35.175483, -85.009732 35.175077, -85.009744 35.175071, -85.010144 35.174886, -85.01018 35.174665, -85.0083 35.17443, -85.007577 35.174248, -85.007579 35.17415, -85.00757 35.174016, -85.007451 35.173261, -85.007422 35.173078, -85.007436 35.172937, -85.007466 35.172797, -85.007518 35.172663, -85.007585 35.17253, -85.007668 35.172408, -85.007766 35.172292, -85.007888 35.172185, -85.008016 35.17209, -85.008153 35.172009, -85.008304 35.171939, -85.008988 35.171707, -85.009499 35.171491, -85.009701 35.171407, -85.009864 35.17133, -85.010102 35.171203, -85.010373 35.17102, -85.010468 35.170956, -85.010635 35.170822, -85.010941 35.17054, -85.011093 35.170418, -85.011167 35.170368, -85.011295 35.170284, -85.01137 35.170242, -85.011444 35.1702, -85.011832 35.170026, -85.012162 35.169926, -85.012497 35.169872, -85.014142 35.169709, -85.015167 35.169609, -85.015616 35.169567, -85.015899 35.169542, -85.016152 35.16953, -85.01635 35.169533, -85.016556 35.169548, -85.016754 35.169579, -85.016953 35.169621, -85.01722 35.16971, -85.017241 35.169718, -85.017334 35.169754, -85.017384 35.169778, -85.017509 35.169838, -85.017672 35.169932, -85.017838 35.170044, -85.018005 35.170192, -85.018326 35.170534, -85.019055 35.171391, -85.019348 35.171692, -85.019554 35.171864, -85.019804 35.172052, -85.019983 35.17217, -85.020218 35.172308, -85.020709 35.172535, -85.020865 35.172596, -85.021 35.172648, -85.021409 35.17277, -85.021513 35.172797, -85.022168 35.172934, -85.022697 35.17305, -85.022983 35.173126, -85.023197 35.173197, -85.024002 35.17345, -85.025499 35.173967, -85.026222 35.174217, -85.027229 35.174599, -85.027471 35.174687, -85.027702 35.17477, -85.028932 35.175249, -85.029559 35.175494, -85.031005 35.176041, -85.031443 35.176217, -85.032304 35.176547, -85.032629 35.176672, -85.03342 35.176976, -85.033865 35.17714, -85.034015 35.177204, -85.034189 35.177263, -85.034375 35.177317, -85.034523 35.17735, -85.034568 35.17736, -85.034784 35.177394, -85.034982 35.177414, -85.035469 35.17741, -85.035697 35.177397, -85.036181 35.177327, -85.036437 35.177284, -85.036587 35.177265, -85.036818 35.177236, -85.037227 35.177213, -85.037278 35.17721, -85.037803 35.177182, -85.03861 35.17715, -85.03904 35.177151, -85.039437 35.177152, -85.040039 35.17719, -85.040719 35.177268, -85.040926 35.177295, -85.041271 35.177356, -85.043263 35.177805, -85.044246 35.178021, -85.044359 35.178046, -85.044904 35.178177, -85.045968 35.178404, -85.04612 35.178442, -85.046756 35.17858, -85.048031 35.178859, -85.048304 35.178924, -85.049019 35.179093, -85.049121 35.179119, -85.049904 35.179325, -85.050321 35.179476, -85.050738 35.179611, -85.050862 35.179657, -85.05176 35.179991, -85.052004 35.180087, -85.052517 35.180284, -85.053487 35.180653, -85.053708 35.180737, -85.054586 35.181071, -85.054657 35.181098, -85.054795 35.181151, -85.054848 35.181171, -85.055424 35.181393, -85.055526 35.181433, -85.055616 35.181469, -85.056073 35.181713, -85.05633 35.181883, -85.056383 35.181922, -85.056595 35.182079, -85.056775 35.182241, -85.057017 35.182478, -85.057224 35.182717, -85.058146 35.183924, -85.05844 35.184309, -85.058691 35.184632, -85.058851 35.184838, -85.059334 35.185459, -85.05935 35.185479, -85.059486 35.185673))"
450,47,065,010435,1,470650104351,1500000US470650104351,Block Group 1,G5030,S,2526524,0,+35.1613037,-085.2598546,"POLYGON ((-85.273897 35.146487, -85.27384 35.146581, -85.273638 35.146919, -85.273587 35.147001, -85.273503 35.147141, -85.273386 35.147343, -85.273035 35.147948, -85.272919 35.148151, -85.272746 35.148456, -85.272326 35.149202, -85.272228 35.14937, -85.272095 35.149604, -85.272053 35.149674, -85.271995 35.149778, -85.271868 35.15, -85.271782 35.150154, -85.271768 35.150178, -85.271511 35.150628, -85.271312 35.150977, -85.271127 35.151303, -85.271029 35.151472, -85.270889 35.151715, -85.270737 35.151979, -85.27064 35.152149, -85.270562 35.152282, -85.27033 35.152684, -85.270254 35.152818, -85.270105 35.153079, -85.2699 35.15344, -85.269788 35.153615, -85.269653 35.153858, -85.269508 35.154121, -85.269387 35.154334, -85.269026 35.154972, -85.268906 35.155186, -85.268602 35.155714, -85.268231 35.156359, -85.26769 35.1573, -85.267387 35.157829, -85.267286 35.158005, -85.266984 35.158533, -85.266884 35.15871, -85.266798 35.158851, -85.266657 35.159084, -85.266537 35.159272, -85.266449 35.159412, -85.266421 35.159453, -85.266339 35.159579, -85.266312 35.159621, -85.266294 35.159646, -85.266196 35.159781, -85.26585 35.160262, -85.265806 35.160324, -85.265732 35.16042, -85.265642 35.160534, -85.265617 35.160564, -85.265304 35.160944, -85.265264 35.160989, -85.265144 35.161129, -85.264992 35.161303, -85.264968 35.161328, -85.264434 35.161918, -85.264256 35.162116, -85.264221 35.162153, -85.264207 35.162169, -85.264118 35.162266, -85.264084 35.162304, -85.263989 35.162407, -85.263707 35.162716, -85.263613 35.16282, -85.26354 35.1629, -85.263324 35.163136, -85.26246 35.164086, -85.262172 35.164403, -85.261393 35.165265, -85.261112 35.165571, -85.26056 35.166175, -85.260136 35.166638, -85.259715 35.167103, -85.258514 35.168426, -85.257926 35.169068, -85.256863 35.170233, -85.256509 35.170612, -85.256061 35.171093, -85.255448 35.17175, -85.255095 35.17213, -85.255073 35.172153, -85.255007 35.172223, -85.254986 35.172247, -85.254914 35.172324, -85.254698 35.172555, -85.254627 35.172633, -85.25438 35.172897, -85.254035 35.17327, -85.253642 35.173692, -85.253396 35.173958, -85.253374 35.173981, -85.253308 35.174051, -85.253287 35.174075, -85.252783 35.174616, -85.252714 35.174691, -85.251971 35.175489, -85.251296 35.176189, -85.250887 35.176606, -85.250532 35.177028, -85.250497 35.17707, -85.249971 35.177638, -85.249924 35.177688, -85.24866 35.179049, -85.248216 35.179573, -85.247931 35.179965, -85.247764 35.180225, -85.247624 35.180445, -85.24723 35.1812, -85.247134 35.181462, -85.246997 35.181842, -85.246888 35.182224, -85.246879 35.182261, -85.24682 35.182535, -85.246792 35.182665, -85.246602 35.18254, -85.246618 35.182299, -85.24662 35.182271, -85.246657 35.181782, -85.246672 35.181578, -85.246691 35.181338, -85.246692 35.18132, -85.246696 35.181266, -85.246698 35.181249, -85.246704 35.181175, -85.246774 35.179929, -85.246891 35.177844, -85.246958 35.17667, -85.246959 35.176656, -85.247453 35.171032, -85.247484 35.170663, -85.247523 35.170209, -85.247574 35.169767, -85.247593 35.169653, -85.247626 35.169454, -85.247713 35.169069, -85.247849 35.167046, -85.24787 35.166751, -85.247934 35.165869, -85.24794 35.165791, -85.247958 35.165576, -85.248167 35.165594, -85.248563 35.165687, -85.248734 35.165739, -85.248919 35.165767, -85.248917 35.1658, -85.248974 35.166316, -85.249005 35.166485, -85.249054 35.166567, -85.24915 35.166634, -85.249549 35.166811, -85.249811 35.166933, -85.250047 35.167085, -85.250145 35.167141, -85.250221 35.167046, -85.250316 35.167087, -85.250412 35.167112, -85.250577 35.167136, -85.250667 35.167126, -85.250815 35.167112, -85.25097 35.16706, -85.251732 35.16673, -85.251787 35.166711, -85.251927 35.166685, -85.251964 35.166685, -85.252044 35.166688, -85.252341 35.16675, -85.252413 35.166779, -85.252647 35.166578, -85.252728 35.16651, -85.252941 35.166271, -85.253097 35.166033, -85.253186 35.165836, -85.253261 35.165674, -85.253304 35.165628, -85.253366 35.165601, -85.253398 35.165598, -85.253543 35.165611, -85.253983 35.165724, -85.254286 35.165782, -85.25453 35.16583, -85.254756 35.165854, -85.254837 35.165833, -85.254921 35.165781, -85.255355 35.165238, -85.256274 35.164091, -85.256321 35.164034, -85.25646 35.163904, -85.256585 35.163813, -85.257041 35.163558, -85.257368 35.163375, -85.257488 35.163309, -85.257641 35.163188, -85.257699 35.163116, -85.257768 35.162988, -85.257965 35.162471, -85.258094 35.162135, -85.2581 35.162122, -85.258404 35.1615, -85.258466 35.1613, -85.258487 35.160927, -85.258525 35.160282, -85.258575 35.160077, -85.258682 35.159862, -85.258834 35.15965, -85.25894 35.159536, -85.25932 35.15918, -85.259526 35.158973, -85.259598 35.158864, -85.25986 35.15832, -85.260174 35.157723, -85.260219 35.157649, -85.260558 35.157103, -85.260604 35.156962, -85.260598 35.156788, -85.260532 35.156486, -85.260506 35.156386, -85.260471 35.15625, -85.260442 35.156085, -85.260437 35.155983, -85.260463 35.155853, -85.260537 35.155666, -85.26062 35.155518, -85.260825 35.155198, -85.261009 35.154865, -85.261353 35.154273, -85.261665 35.153709, -85.261716 35.153618, -85.261841 35.153422, -85.261954 35.15329, -85.262682 35.152638, -85.262797 35.152502, -85.262862 35.152375, -85.263012 35.151318, -85.263057 35.151168, -85.263406 35.150459, -85.263487 35.150237, -85.263598 35.149824, -85.263672 35.149652, -85.263786 35.149502, -85.264388 35.148941, -85.26482 35.148581, -85.265002 35.148414, -85.265067 35.148339, -85.26516 35.148201, -85.265284 35.147922, -85.26542 35.147694, -85.265502 35.147587, -85.26571 35.147354, -85.266193 35.146818, -85.266312 35.146667, -85.266388 35.146545, -85.266466 35.146385, -85.266513 35.146221, -85.266519 35.146099, -85.266484 35.145969, -85.266282 35.145602, -85.266244 35.145487, -85.266214 35.145294, -85.266228 35.1451, -85.266237 35.14504, -85.26628 35.144898, -85.266554 35.144357, -85.266647 35.144176, -85.266792 35.144234, -85.267227 35.144408, -85.267372 35.144466, -85.267815 35.14466, -85.26792 35.1447, -85.268129 35.144782, -85.268295 35.144821, -85.268584 35.14485, -85.268785 35.144841, -85.26897 35.144806, -85.269039 35.144784, -85.269288 35.144707, -85.269453 35.144657, -85.269601 35.144597, -85.26964 35.144564, -85.26967 35.14454, -85.269728 35.144441, -85.269747 35.144307, -85.269781 35.144193, -85.269894 35.144041, -85.270084 35.144097, -85.270157 35.144127, -85.270184 35.144138, -85.270378 35.144253, -85.270469 35.144323, -85.270591 35.144465, -85.270627 35.144561, -85.27062 35.144669, -85.270588 35.144726, -85.27049 35.144907, -85.270479 35.144978, -85.270489 35.145022, -85.270523 35.145081, -85.270592 35.145135, -85.270716 35.145194, -85.270817 35.145234, -85.272065 35.145726, -85.272482 35.145891, -85.272508 35.1459, -85.272586 35.145928, -85.272612 35.145938, -85.272873 35.14604, -85.273175 35.146159, -85.273227 35.146179, -85.273661 35.146342, -85.273925 35.146441, -85.273897 35.146487))"
461,47,065,012400,2,470650124002,1500000US470650124002,Block Group 2,G5030,S,476141,0,+35.0456799,-085.2949845,"POLYGON ((-85.301502 35.046131, -85.301202 35.046675, -85.301102 35.046856, -85.300982 35.047089, -85.300965 35.047123, -85.300602 35.047779, -85.300476 35.048009, -85.300424 35.048121, -85.300337 35.048279, -85.300049 35.048805, -85.299983 35.048836, -85.299851 35.049034, -85.299836 35.049057, -85.299637 35.049249, -85.29946 35.049155, -85.299448 35.04915, -85.299041 35.048988, -85.298854 35.04892, -85.298772 35.048891, -85.298655 35.048846, -85.298064 35.04862, -85.297146 35.048269, -85.296291 35.047943, -85.2957 35.047718, -85.295365 35.047584, -85.295336 35.047573, -85.29436 35.047191, -85.294321 35.047176, -85.294025 35.04706, -85.293944 35.047213, -85.29389 35.047319, -85.293699 35.047672, -85.293617 35.047825, -85.293372 35.047734, -85.292637 35.047462, -85.292586 35.047443, -85.292391 35.047376, -85.292114 35.047272, -85.291285 35.04696, -85.291009 35.046857, -85.290551 35.046683, -85.289441 35.046264, -85.289178 35.046163, -85.288721 35.045988, -85.288801 35.045838, -85.289043 35.045387, -85.289124 35.045238, -85.289169 35.045153, -85.289306 35.044899, -85.289352 35.044815, -85.289445 35.044646, -85.289578 35.044407, -85.289724 35.04414, -85.289818 35.043972, -85.289895 35.043829, -85.290129 35.043401, -85.290207 35.043259, -85.290255 35.04317, -85.290402 35.042904, -85.290451 35.042816, -85.290548 35.042636, -85.290841 35.042097, -85.290939 35.041918, -85.291287 35.042049, -85.29233 35.042443, -85.292679 35.042575, -85.292809 35.042624, -85.293201 35.042773, -85.293332 35.042823, -85.29367 35.042951, -85.294684 35.043338, -85.295022 35.043467, -85.295178 35.043526, -85.295648 35.043704, -85.295805 35.043764, -85.295902 35.0438, -85.296195 35.043908, -85.296293 35.043945, -85.296428 35.043996, -85.296833 35.044149, -85.296968 35.044201, -85.297367 35.044355, -85.297432 35.04438, -85.29857 35.044809, -85.298971 35.044961, -85.299244 35.045063, -85.300065 35.045372, -85.300339 35.045475, -85.300591 35.04557, -85.30135 35.045855, -85.301603 35.045951, -85.301502 35.046131))"
